,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,observed,expectation
3913,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,2,No,0.0,0.26578498293515357
3914,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,1,No,0.0,0.26578498293515357
3915,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),3,4,No,0.0,0.26578498293515357
3916,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,0,No,0.0,0.26578498293515357
3917,Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,0,Yes,1.0,0.26578498293515357
3918,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,2,Yes,1.0,0.26578498293515357
3919,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3,1,Yes,1.0,0.26578498293515357
3920,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),3,4,No,0.0,0.26578498293515357
3921,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,2,2,No,0.0,0.26578498293515357
3922,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
3923,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,3,0,Yes,1.0,0.26578498293515357
3924,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,3,3,Yes,1.0,0.26578498293515357
3925,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,2,3,No,0.0,0.26578498293515357
3926,Male,0,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,1,1,No,0.0,0.26578498293515357
3927,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0,0,Yes,1.0,0.26578498293515357
3928,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4,2,No,0.0,0.26578498293515357
3929,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),1,3,No,0.0,0.26578498293515357
3930,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
3931,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,2,2,No,0.0,0.26578498293515357
3932,Female,1,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2,0,Yes,1.0,0.26578498293515357
3933,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,0,No,0.0,0.26578498293515357
3934,Female,0,No,Yes,1,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,1,1,No,0.0,0.26578498293515357
3935,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,2,No,0.0,0.26578498293515357
3936,Male,0,No,No,1,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2,1,No,0.0,0.26578498293515357
3937,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0,0,No,0.0,0.26578498293515357
3938,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1,0,No,0.0,0.26578498293515357
3939,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2,0,Yes,1.0,0.26578498293515357
3940,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,1,No,0.0,0.26578498293515357
3941,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0,0,No,0.0,0.26578498293515357
3942,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,Yes,1.0,0.26578498293515357
3943,Male,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,0,No,0.0,0.26578498293515357
3944,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0,No,0.0,0.26578498293515357
3945,Female,0,No,No,0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,1,0,Yes,1.0,0.26578498293515357
3946,Female,0,No,No,1,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,1,1,Yes,1.0,0.26578498293515357
3947,Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),1,1,No,0.0,0.26578498293515357
3948,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
3949,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1,2,No,0.0,0.26578498293515357
3950,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,Yes,1.0,0.26578498293515357
3951,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,2,4,No,0.0,0.26578498293515357
3952,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
3953,Female,1,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,2,1,Yes,1.0,0.26578498293515357
3954,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,2,No,0.0,0.26578498293515357
3955,Male,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,2,No,0.0,0.26578498293515357
3956,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,1,Yes,1.0,0.26578498293515357
3957,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,4,4,No,0.0,0.26578498293515357
3958,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,2,Yes,1.0,0.26578498293515357
3959,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),2,3,No,0.0,0.26578498293515357
3960,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,1,0,No,0.0,0.26578498293515357
3961,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,0,No,0.0,0.26578498293515357
3962,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3,1,Yes,1.0,0.26578498293515357
3963,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,2,No,0.0,0.26578498293515357
3964,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4,4,No,0.0,0.26578498293515357
3965,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
3966,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
3967,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,1,No,0.0,0.26578498293515357
3968,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,2,No,0.0,0.26578498293515357
3969,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,0,No,0.0,0.26578498293515357
3970,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),2,3,No,0.0,0.26578498293515357
3971,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,1,Yes,1.0,0.26578498293515357
3972,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,3,No,0.0,0.26578498293515357
3973,Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2,3,No,0.0,0.26578498293515357
3974,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,3,3,No,0.0,0.26578498293515357
3975,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),3,2,Yes,1.0,0.26578498293515357
3976,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,Yes,1.0,0.26578498293515357
3977,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
3978,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,3,0,No,0.0,0.26578498293515357
3979,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1,2,No,0.0,0.26578498293515357
3980,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,Yes,1.0,0.26578498293515357
3981,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,3,1,No,0.0,0.26578498293515357
3982,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
3983,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,Yes,1.0,0.26578498293515357
3984,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1,2,No,0.0,0.26578498293515357
3985,Male,1,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,1,No,0.0,0.26578498293515357
3986,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,4,4,No,0.0,0.26578498293515357
3987,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,1,Yes,1.0,0.26578498293515357
3988,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),3,3,No,0.0,0.26578498293515357
3989,Female,0,No,Yes,1,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,1,No,0.0,0.26578498293515357
3990,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,2,No,0.0,0.26578498293515357
3991,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,3,1,Yes,1.0,0.26578498293515357
3992,Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,3,4,No,0.0,0.26578498293515357
3993,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,2,4,No,0.0,0.26578498293515357
3994,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),4,4,Yes,1.0,0.26578498293515357
3995,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,3,Yes,1.0,0.26578498293515357
3996,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,1,No,0.0,0.26578498293515357
3997,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),2,3,No,0.0,0.26578498293515357
3998,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,1,3,No,0.0,0.26578498293515357
3999,Female,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,0,Yes,1.0,0.26578498293515357
4000,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,No,0.0,0.26578498293515357
4001,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
4002,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
4003,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,1,No,0.0,0.26578498293515357
4004,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),2,4,No,0.0,0.26578498293515357
4005,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0,Yes,1.0,0.26578498293515357
4006,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,2,No,0.0,0.26578498293515357
4007,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1,2,No,0.0,0.26578498293515357
4008,Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1,3,No,0.0,0.26578498293515357
4009,Male,0,No,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
4010,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
4011,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,1,No,0.0,0.26578498293515357
4012,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,1,0,Yes,1.0,0.26578498293515357
4013,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,0,No,0.0,0.26578498293515357
4014,Female,1,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),4,4,No,0.0,0.26578498293515357
4015,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,1,2,No,0.0,0.26578498293515357
4016,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,0,No,0.0,0.26578498293515357
4017,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,2,2,No,0.0,0.26578498293515357
4018,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,2,1,No,0.0,0.26578498293515357
4019,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,2,Yes,1.0,0.26578498293515357
4020,Male,1,Yes,No,4,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2,4,No,0.0,0.26578498293515357
4021,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0,Yes,1.0,0.26578498293515357
4022,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
4023,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,1,No,0.0,0.26578498293515357
4024,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,0,No,0.0,0.26578498293515357
4025,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,1,Yes,1.0,0.26578498293515357
4026,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
4027,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,1,Yes,1.0,0.26578498293515357
4028,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4,4,No,0.0,0.26578498293515357
4029,Female,0,No,No,3,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),1,3,No,0.0,0.26578498293515357
4030,Female,0,No,Yes,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,1,No,0.0,0.26578498293515357
4031,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
4032,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,3,4,No,0.0,0.26578498293515357
4033,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,2,3,No,0.0,0.26578498293515357
4034,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,1,No,0.0,0.26578498293515357
4035,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
4036,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,1,No,0.0,0.26578498293515357
4037,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1,2,No,0.0,0.26578498293515357
4038,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
4039,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,1,No,0.0,0.26578498293515357
4040,Male,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,1,2,No,0.0,0.26578498293515357
4041,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2,3,No,0.0,0.26578498293515357
4042,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,0.0,0.26578498293515357
4043,Male,1,Yes,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2,3,No,0.0,0.26578498293515357
4044,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
4045,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,1,Yes,1.0,0.26578498293515357
4046,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,3,No,0.0,0.26578498293515357
4047,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
4048,Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,2,3,No,0.0,0.26578498293515357
4049,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,4,4,No,0.0,0.26578498293515357
4050,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
4051,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
4052,Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,2,Yes,1.0,0.26578498293515357
4053,Male,1,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),2,1,No,0.0,0.26578498293515357
4054,Female,1,No,No,2,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,2,No,0.0,0.26578498293515357
4055,Male,0,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),1,3,No,0.0,0.26578498293515357
4056,Female,0,No,No,0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,Yes,1.0,0.26578498293515357
4057,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
